url,min,max,Listing_Count,Max_Pages,guide_id,Page,Result,search_id,Notes
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=0&list_price_max=499&page=12,0,499.0,6171,25,0,12,complete,7,
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=0&list_price_max=499&page=17,0,499.0,6171,25,0,17,complete,9,
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=0&list_price_max=499&page=18,0,499.0,6171,25,0,18,complete,2,
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=0&list_price_max=499&page=19,0,499.0,6171,25,0,19,complete,6,
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=0&list_price_max=499&page=20,0,499.0,6171,25,0,20,complete,3,
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=0&list_price_max=499&page=24,0,499.0,6171,25,0,24,complete,5,
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=0&list_price_max=499&page=3,0,499.0,6171,25,0,3,complete,0,
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=0&list_price_max=499&page=7,0,499.0,6171,25,0,7,complete,1,
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=0&list_price_max=499&page=8,0,499.0,6171,25,0,8,complete,8,
https://www.cars.com/shopping/results/?page_size=250&searchSource=GN_REFINEMENT&zc=85281&maximum_distance=all&list_price_min=0&list_price_max=499&page=9,0,499.0,6171,25,0,9,complete,4,
